|n1|rel|n2
3208|support Roe vs Wade and believe that a woman should have the right to make her own decisions regarding her pregnancy and that the government has no right to get involved with any woman ’s pregnancy . Instead of eliminating abortion , Democrats want to reduce the number of unintended pregnancies by enhancing the level of sex education in all schools . An increased awareness would also reduce the number of cases of sexually transmitted diseases|Based_on|are in favor of an increase in arm control but recognize that the Second Amendment is an important part of the American tradition and that the right to use firearms should be preserved . Democrats advocate for the reinstatement of the assault weapons ban and believe that the government should make the background check system stronger
3209|Democrats|Based_on|Democrats
3210|of a person do not change with time|defines|Morals
3211|his can|defines|ethics
3212|has its basis in ethics|defines|\\u201cLegal\\u201d
3213|has its basis in morals|defines|\\u201cethics\\u201d
3214|of a person do not change with time|opposed|his can
3215|has its basis in ethics|opposed|has its basis in morals
3216|of a person do not change with time|Based_on|has its basis in ethics
3217|Morals|Based_on|\\u201cLegal\\u201d
3218|of a person do not change with time|Based_on|has its basis in morals
3219|Morals|Based_on|\\u201cethics\\u201d
3220|his can|Based_on|has its basis in ethics
